dep,ratio,sexe,jour,jour_fr,tx_incid,tx_pos,tx_occupation_sae,R,hosp,rea,rad,dc,indic_dc,indic_rad
61,28.25,0,2020-09-27,27 sep 2020,68,5,20,1,0.67,0.11,9.81,1.63,0.04,0.07
62,147.51,0,2020-09-27,27 sep 2020,118,7,30,1,0.85,0.16,11.11,2.35,0.03,0.07
63,65.52,0,2020-09-27,27 sep 2020,111,6,27,1.1,0.85,0.14,3.92,0.89,0.03,0.14
64,67.72,0,2020-09-27,27 sep 2020,88,5,14,0.9,0.8,0.09,4.27,0.56,0.03,0.13
65,22.75,0,2020-09-27,27 sep 2020,84,5,28,1,0.48,0.18,7.74,1.19,0,0.09
66,48.21,0,2020-09-27,27 sep 2020,85,5,28,1,0.48,0.12,6.62,0.81,0,0.1
67,112.53,0,2020-09-27,27 sep 2020,53,2,10,0.9,0.44,0.13,25.72,6.3,0.01,0.08
68,76.76,0,2020-09-27,27 sep 2020,31,3,10,0.9,0.65,0.08,42.21,10.98,0.03,0.09
69,187.81,0,2020-09-27,27 sep 2020,221,10,27,1.1,1.91,0.39,20.65,3.92,0.03,0.24
70,23.43,0,2020-09-27,27 sep 2020,30,3,15,1.1,0.09,0,13.27,3.29,0,0.09
71,55.31,0,2020-09-27,27 sep 2020,103,7,15,1.1,0.92,0.13,15.51,3.87,0.04,0.11
72,56.69,0,2020-09-27,27 sep 2020,70,5,13,1.1,0.86,0.04,8.73,1.68,0,0.12
73,43.38,0,2020-09-27,27 sep 2020,88,7,27,1.1,0.58,0.21,10.93,1.84,0.05,0.07
74,82.97,0,2020-09-27,27 sep 2020,52,5,27,1.1,0.48,0.04,11.93,2.13,0.01,0.04
75,216.85,0,2020-09-27,27 sep 2020,307,11,35,1,1.99,0.5,33.7,8.74,0.04,0.15
76,125.70,0,2020-09-27,27 sep 2020,126,9,20,1,1.13,0.17,7.86,1.61,0.03,0.16
77,142.27,0,2020-09-27,27 sep 2020,134,10,35,1,1.03,0.27,22.08,5.18,0.01,0.11
78,143.84,0,2020-09-27,27 sep 2020,137,10,35,1,1.42,0.19,19.48,3.98,0.02,0.12
79,37.57,0,2020-09-27,27 sep 2020,27,3,14,0.9,0.24,0.03,2.02,0.64,0.03,0.03
80,57.02,0,2020-09-27,27 sep 2020,95,6,30,1,1.12,0.23,13.84,4.21,0.02,0.05
81,39.24,0,2020-09-27,27 sep 2020,127,7,28,1,1.1,0.2,4.03,0.64,0.03,0.1
82,26.26,0,2020-09-27,27 sep 2020,102,6,28,1,0.95,0.27,2.51,0.3,0,0.15
83,107.18,0,2020-09-27,27 sep 2020,60,4,37,0.8,0.57,0.17,11.09,1.5,0.02,0.07
84,56.61,0,2020-09-27,27 sep 2020,95,7,37,0.8,1.5,0.25,6.96,1.11,0.04,0.14
85,68.02,0,2020-09-27,27 sep 2020,46,4,13,1.1,0.29,0.07,4.54,0.65,0,0.06
86,43.81,0,2020-09-27,27 sep 2020,74,6,14,0.9,0.21,0.02,3.95,0.96,0.02,0.05
87,37.42,0,2020-09-27,27 sep 2020,82,5,14,0.9,0.86,0.16,4.44,1.02,0.05,0.08
88,36.49,0,2020-09-27,27 sep 2020,26,2,10,0.9,0.11,0,21.07,7.34,0,0.05
89,33.83,0,2020-09-27,27 sep 2020,79,5,15,1.1,0.44,0.12,13.09,2.81,0,0.12
90,14.45,0,2020-09-27,27 sep 2020,44,3,15,1.1,0.55,0.28,40.14,13.91,0,0.07
91,131.37,0,2020-09-27,27 sep 2020,154,11,35,1,1.45,0.27,23.59,4.97,0.02,0.19
92,161.28,0,2020-09-27,27 sep 2020,233,10,35,1,2,0.43,34.48,7.14,0.02,0.22
93,164.61,0,2020-09-27,27 sep 2020,202,13,35,1,2.55,0.34,29.08,6.52,0.04,0.21
94,140.12,0,2020-09-27,27 sep 2020,214,12,35,1,2.53,0.39,36.59,9.09,0.04,0.23
95,124.27,0,2020-09-27,27 sep 2020,189,12,35,1,1.35,0.23,25.93,6.25,0.02,0.1
971,39.07,0,2020-09-27,27 sep 2020,284,20,122,0.9,4.74,0.84,9.09,2.02,0.15,0.49
972,37.12,0,2020-09-27,27 sep 2020,98,8,62,1.3,0.92,0.43,3.61,0.57,0,0.08
973,28.16,0,2020-09-27,27 sep 2020,66,5,46,1.1,0.82,0.21,61.26,2.24,0.04,0.32
974,86.58,0,2020-09-27,27 sep 2020,61,4,33,0.9,0.7,0.2,4.69,0.24,0.02,0.1
976,25.92,0,2020-09-27,27 sep 2020,43,9,67,0,0.39,0.15,17.63,1.12,0.04,0.08
1,64.97,0,2020-10-04,4 oct 2020,196,12,34,1.3,0.65,0.15,8.05,1.75,0.02,0.06
2,53.43,0,2020-10-04,4 oct 2020,103,8,32,1.2,0.95,0.11,22.5,5.45,0.02,0.17
3,33.90,0,2020-10-04,4 oct 2020,82,5,34,1.3,0.71,0.06,7.64,1.39,0.03,0.12
4,16.17,0,2020-10-04,4 oct 2020,95,8,41,1.1,0.68,0.12,10.33,1.05,0.06,0.19
5,14.16,0,2020-10-04,4 oct 2020,154,10,41,1.1,1.62,0.28,11.58,1.55,0,0.14
6,108.06,0,2020-10-04,4 oct 2020,116,7,41,1.1,1.18,0.18,11.14,2.1,0.03,0.15
7,32.86,0,2020-10-04,4 oct 2020,173,11,34,1.3,0.37,0.15,14.39,3.68,0.03,0.03
8,27.13,0,2020-10-04,4 oct 2020,108,6,10,1.4,0.44,0.07,8.85,2.4,0.04,0.07
9,15.23,0,2020-10-04,4 oct 2020,180,10,32,1.2,0.66,0.39,3.02,0.2,0.07,0.2
10,31.16,0,2020-10-04,4 oct 2020,139,9,10,1.4,0.71,0.16,22.02,4.4,0,0.06
11,37.02,0,2020-10-04,4 oct 2020,104,6,32,1.2,0.32,0.11,7.1,1.67,0.03,0.05
12,28.11,0,2020-10-04,4 oct 2020,185,9,32,1.2,0.78,0.18,6.51,0.92,0,0.11
13,204.39,0,2020-10-04,4 oct 2020,237,8,41,1.1,2.75,0.68,27.15,3.5,0.03,0.32
14,69.58,0,2020-10-04,4 oct 2020,145,7,26,1.2,0.63,0.22,5.99,1.29,0.03,0.07
15,14.42,0,2020-10-04,4 oct 2020,130,7,34,1.3,2.08,0.14,5.13,1.11,0.07,0.21
16,35.20,0,2020-10-04,4 oct 2020,50,5,17,1,0.11,0.06,2.07,0.4,0,0.06
17,64.82,0,2020-10-04,4 oct 2020,41,4,17,1,0.54,0.09,2.7,0.88,0.02,0.09
18,30.48,0,2020-10-04,4 oct 2020,92,7,21,1.2,0.82,0.07,7.61,3.18,0.03,0.07
19,24.19,0,2020-10-04,4 oct 2020,69,4,17,1,0.54,0.12,7.36,1.78,0.04,0.08
21,53.68,0,2020-10-04,4 oct 2020,139,7,16,1.1,0.65,0.2,18.91,4.9,0.04,0.11
22,59.87,0,2020-10-04,4 oct 2020,59,5,13,1.1,0.25,0.08,4.38,0.72,0.02,0.03
23,11.87,0,2020-10-04,4 oct 2020,79,6,17,1,0.42,0.25,7.83,1.35,0,0.17
24,41.26,0,2020-10-04,4 oct 2020,59,5,17,1,0.44,0.07,2.81,0.34,0,0.07
25,54.09,0,2020-10-04,4 oct 2020,79,5,16,1.1,0.28,0.13,12.35,2.85,0,0.06
26,51.62,0,2020-10-04,4 oct 2020,161,10,34,1.3,0.81,0.17,11.27,2.6,0.02,0.08
27,61.02,0,2020-10-04,4 oct 2020,117,11,26,1.2,1.21,0.28,5.49,1.61,0.03,0.13
28,43.40,0,2020-10-04,4 oct 2020,85,7,21,1.2,0.76,0.14,14.95,3.41,0,0.09
29,91.05,0,2020-10-04,4 oct 2020,55,4,13,1.1,0.29,0.05,2.56,0.53,0,0.04
2A,15.99,0,2020-10-04,4 oct 2020,82,5,39,1.1,0.69,0.19,10.88,3.13,0,0.13
2B,17.79,0,2020-10-04,4 oct 2020,95,5,39,1.1,1.07,0.22,7.53,0.9,0,0.11
30,74.82,0,2020-10-04,4 oct 2020,197,10,32,1.2,1.2,0.32,6.42,1.5,0.03,0.09
31,138.84,0,2020-10-04,4 oct 2020,225,10,32,1.2,1.1,0.37,7.86,0.84,0.04,0.17
32,19.13,0,2020-10-04,4 oct 2020,105,8,32,1.2,0.63,0.05,5.33,1.52,0,0.1
33,161.08,0,2020-10-04,4 oct 2020,104,7,17,1,1.16,0.21,8.44,1.3,0.02,0.09
34,116.00,0,2020-10-04,4 oct 2020,200,9,32,1.2,1.34,0.42,8.7,1.34,0.01,0.09
35,107.39,0,2020-10-04,4 oct 2020,123,8,13,1.1,0.68,0.07,5.84,0.98,0.02,0.07
36,21.85,0,2020-10-04,4 oct 2020,55,5,21,1.2,0.59,0.18,9.43,3.75,0,0.09
37,61.11,0,2020-10-04,4 oct 2020,126,7,21,1.2,0.67,0.16,7.43,1.69,0.02,0.11
38,127.28,0,2020-10-04,4 oct 2020,295,16,34,1.3,1.27,0.24,7.95,1.48,0.02,0.15
39,25.94,0,2020-10-04,4 oct 2020,93,7,16,1.1,0.5,0.04,13.15,2.35,0.04,0.04
40,41.18,0,2020-10-04,4 oct 2020,106,7,17,1,0.7,0.15,2.33,0.39,0.02,0.05
41,33.26,0,2020-10-04,4 oct 2020,66,6,21,1.2,0.54,0.06,11,2.1,0.03,0.12
42,76.25,0,2020-10-04,4 oct 2020,404,15,34,1.3,2.74,0.47,16.26,3.79,0.05,0.29
43,22.74,0,2020-10-04,4 oct 2020,265,13,34,1.3,0.7,0.04,6.16,0.88,0.04,0.18
44,141.33,0,2020-10-04,4 oct 2020,117,7,16,1.2,0.57,0.08,6.32,1.32,0.02,0.06
45,68.15,0,2020-10-04,4 oct 2020,135,8,21,1.2,0.79,0.21,10.99,1.67,0.01,0.07
46,17.15,0,2020-10-04,4 oct 2020,74,6,32,1.2,0.35,0.06,4.31,1.28,0,0.06
47,33.32,0,2020-10-04,4 oct 2020,96,8,17,1,0.78,0.18,3.63,0.42,0,0.21
48,7.55,0,2020-10-04,4 oct 2020,176,12,32,1.2,1.19,0,4.64,0.26,0.13,0.26
49,82.07,0,2020-10-04,4 oct 2020,117,7,16,1.2,0.71,0.12,9.63,1.84,0.01,0.13
50,49.70,0,2020-10-04,4 oct 2020,63,6,26,1.2,0.4,0.04,4.1,1.11,0.02,0.02
51,57.33,0,2020-10-04,4 oct 2020,127,8,10,1.4,0.8,0.16,19.75,5.02,0.03,0.19
52,17.51,0,2020-10-04,4 oct 2020,97,8,10,1.4,0.91,0.06,16.16,5.37,0.06,0.11
53,30.63,0,2020-10-04,4 oct 2020,82,6,16,1.2,0.36,0.03,8.85,1.6,0,0.07
54,73.31,0,2020-10-04,4 oct 2020,116,6,10,1.4,0.68,0.04,18.77,5.09,0.04,0.1
55,18.74,0,2020-10-04,4 oct 2020,59,4,10,1.4,0.75,0,27.48,5.6,0,0.27
56,75.35,0,2020-10-04,4 oct 2020,54,5,13,1.1,1.05,0.07,6.37,1.35,0.01,0.05
57,103.86,0,2020-10-04,4 oct 2020,75,5,10,1.4,0.59,0.1,26.31,8.38,0.01,0.12
58,20.59,0,2020-10-04,4 oct 2020,59,5,16,1.1,0.39,0.1,5.73,1.36,0,0.05
59,261.39,0,2020-10-04,4 oct 2020,339,13,32,1.2,1.68,0.31,12.38,2.86,0.02,0.13
60,82.98,0,2020-10-04,4 oct 2020,162,10,32,1.2,1.31,0.19,16.16,5.29,0.04,0.07
61,28.25,0,2020-10-04,4 oct 2020,101,7,26,1.2,0.85,0.18,10.23,1.73,0.04,0.14
62,147.51,0,2020-10-04,4 oct 2020,167,9,32,1.2,1.13,0.2,11.44,2.41,0.03,0.09
63,65.52,0,2020-10-04,4 oct 2020,173,8,34,1.3,0.87,0.12,4.27,0.98,0.03,0.11
64,67.72,0,2020-10-04,4 oct 2020,126,6,17,1,0.89,0.12,4.65,0.62,0.03,0.09
65,22.75,0,2020-10-04,4 oct 2020,104,7,32,1.2,0.53,0.18,8,1.19,0,0.09
66,48.21,0,2020-10-04,4 oct 2020,180,9,32,1.2,0.54,0.12,6.89,0.83,0.02,0.06
67,112.53,0,2020-10-04,4 oct 2020,97,5,10,1.4,0.44,0.12,25.98,6.32,0.01,0.09
68,76.76,0,2020-10-04,4 oct 2020,67,5,10,1.4,0.53,0.08,42.48,11,0.01,0.08
69,187.81,0,2020-10-04,4 oct 2020,353,14,34,1.3,2.2,0.45,21.51,4.06,0.03,0.21
70,23.43,0,2020-10-04,4 oct 2020,53,4,16,1.1,0.3,0.04,13.44,3.33,0.04,0.09
71,55.31,0,2020-10-04,4 oct 2020,186,9,16,1.1,1.03,0.13,15.93,3.96,0.04,0.11
72,56.69,0,2020-10-04,4 oct 2020,99,6,16,1.2,0.95,0.09,9.23,1.75,0.05,0.11
73,43.38,0,2020-10-04,4 oct 2020,188,11,34,1.3,0.9,0.14,11.3,1.94,0.02,0.14
74,82.97,0,2020-10-04,4 oct 2020,108,9,34,1.3,0.51,0.04,12.26,2.15,0.01,0.12
75,216.85,0,2020-10-04,4 oct 2020,435,13,40,1.3,2.43,0.59,34.67,8.84,0.02,0.21
76,125.70,0,2020-10-04,4 oct 2020,185,11,26,1.2,1.3,0.22,8.27,1.65,0.02,0.12
77,142.27,0,2020-10-04,4 oct 2020,217,14,40,1.3,1.15,0.27,22.54,5.26,0.03,0.12
78,143.84,0,2020-10-04,4 oct 2020,232,13,40,1.3,1.83,0.21,19.96,4,0.01,0.1
79,37.57,0,2020-10-04,4 oct 2020,57,5,17,1,0.32,0.03,2.1,0.64,0,0.05
80,57.02,0,2020-10-04,4 oct 2020,114,8,32,1.2,1.26,0.28,14.26,4.26,0.04,0.16
81,39.24,0,2020-10-04,4 oct 2020,202,11,32,1.2,1.27,0.28,4.33,0.66,0.03,0.08
82,26.26,0,2020-10-04,4 oct 2020,232,12,32,1.2,1.03,0.3,3.01,0.38,0.04,0.23
83,107.18,0,2020-10-04,4 oct 2020,105,6,41,1.1,0.59,0.18,11.39,1.52,0.01,0.07
84,56.61,0,2020-10-04,4 oct 2020,154,9,41,1.1,1.59,0.23,7.63,1.2,0.04,0.19
85,68.02,0,2020-10-04,4 oct 2020,66,5,16,1.2,0.25,0.07,4.69,0.66,0.01,0.04
86,43.81,0,2020-10-04,4 oct 2020,59,5,17,1,0.11,0.02,4.09,1,0.02,0.07
87,37.42,0,2020-10-04,4 oct 2020,136,8,17,1,0.86,0.13,4.62,1.07,0.03,0.13
88,36.49,0,2020-10-04,4 oct 2020,56,4,10,1.4,0.11,0.03,21.18,7.37,0.03,0.03
89,33.83,0,2020-10-04,4 oct 2020,102,7,16,1.1,0.56,0.15,13.48,2.81,0,0.15
90,14.45,0,2020-10-04,4 oct 2020,47,4,16,1.1,0.83,0.35,40.35,13.98,0.07,0.07
91,131.37,0,2020-10-04,4 oct 2020,256,14,40,1.3,1.57,0.38,24.35,5.03,0.02,0.2
92,161.28,0,2020-10-04,4 oct 2020,333,12,40,1.3,2.28,0.45,35.47,7.29,0.05,0.21
93,164.61,0,2020-10-04,4 oct 2020,300,16,40,1.3,2.86,0.36,29.87,6.66,0.05,0.21
94,140.12,0,2020-10-04,4 oct 2020,313,14,40,1.3,2.96,0.44,37.44,9.22,0.03,0.24
95,124.27,0,2020-10-04,4 oct 2020,308,15,40,1.3,1.56,0.27,26.47,6.35,0.02,0.1
971,39.07,0,2020-10-04,4 oct 2020,214,17,111,0.7,5.17,0.77,11.16,2.59,0.2,0.54
972,37.12,0,2020-10-04,4 oct 2020,134,11,69,1.2,1.32,0.48,3.93,0.59,0.03,0.11
973,28.16,0,2020-10-04,4 oct 2020,59,5,46,1,0.96,0.21,61.97,2.31,0.07,0.18
974,86.58,0,2020-10-04,4 oct 2020,47,3,29,0.8,0.61,0.17,4.9,0.28,0.02,0.07
976,25.92,0,2020-10-04,4 oct 2020,44,8,83,0,0.42,0.19,17.86,1.12,0,0.08
1,64.97,0,2020-10-11,11 oct 2020,385,16,49,1.6,0.94,0.15,8.36,1.83,0.03,0.12
2,53.43,0,2020-10-11,11 oct 2020,174,10,45,1.4,1.31,0.19,22.85,5.54,0.07,0.09
3,33.90,0,2020-10-11,11 oct 2020,154,8,49,1.6,2.24,0.24,7.76,1.5,0.06,0.12
4,16.17,0,2020-10-11,11 oct 2020,172,9,48,1.3,1.11,0.31,10.58,1.05,0,0.12
5,14.16,0,2020-10-11,11 oct 2020,298,14,48,1.3,2.9,0.56,12.01,1.77,0.07,0.14
6,108.06,0,2020-10-11,11 oct 2020,169,8,48,1.3,1.67,0.28,11.61,2.14,0.03,0.15
7,32.86,0,2020-10-11,11 oct 2020,328,14,49,1.6,1.25,0.24,14.61,3.71,0.03,0.09
8,27.13,0,2020-10-11,11 oct 2020,192,8,16,1.6,0.59,0.18,9.21,2.43,0.04,0.11
9,15.23,0,2020-10-11,11 oct 2020,304,14,37,1.4,1.31,0.53,3.09,0.2,0,0.07
10,31.16,0,2020-10-11,11 oct 2020,183,9,16,1.6,0.9,0.1,22.24,4.49,0.03,0.06
11,37.02,0,2020-10-11,11 oct 2020,140,7,37,1.4,0.46,0.14,7.29,1.73,0.03,0.05
12,28.11,0,2020-10-11,11 oct 2020,286,10,37,1.4,1.21,0.11,6.76,1.21,0.11,0.11
13,204.39,0,2020-10-11,11 oct 2020,319,9,48,1.3,3.2,0.73,28.7,3.7,0.06,0.29
14,69.58,0,2020-10-11,11 oct 2020,206,8,28,1.4,1.05,0.27,6.38,1.37,0.03,0.1
15,14.42,0,2020-10-11,11 oct 2020,134,7,49,1.6,2.84,0.28,5.62,1.39,0.21,0.14
16,35.20,0,2020-10-11,11 oct 2020,76,6,17,1.3,0.17,0.06,2.1,0.51,0.06,0.03
17,64.82,0,2020-10-11,11 oct 2020,53,4,17,1.3,0.45,0.08,2.88,0.91,0.02,0.12
18,30.48,0,2020-10-11,11 oct 2020,165,11,29,1.4,1.05,0.13,7.81,3.35,0.07,0.1
19,24.19,0,2020-10-11,11 oct 2020,70,4,17,1.3,0.83,0.12,7.65,1.82,0.04,0.12
21,53.68,0,2020-10-11,11 oct 2020,208,9,24,1.5,1.08,0.3,19.26,4.97,0.06,0.09
22,59.87,0,2020-10-11,11 oct 2020,113,7,19,1.3,0.32,0.07,4.49,0.72,0,0.05
23,11.87,0,2020-10-11,11 oct 2020,123,6,17,1.3,1.1,0.34,7.92,1.43,0.08,0.08
24,41.26,0,2020-10-11,11 oct 2020,101,7,17,1.3,0.51,0.02,2.93,0.34,0,0.05
25,54.09,0,2020-10-11,11 oct 2020,177,9,24,1.5,0.46,0.13,12.5,2.85,0,0.06
26,51.62,0,2020-10-11,11 oct 2020,256,12,49,1.6,1.69,0.25,11.66,2.71,0.06,0.12
27,61.02,0,2020-10-11,11 oct 2020,178,13,28,1.4,1.49,0.13,5.77,1.66,0.03,0.11
28,43.40,0,2020-10-11,11 oct 2020,132,8,29,1.4,1.11,0.25,15.48,3.48,0.02,0.16
29,91.05,0,2020-10-11,11 oct 2020,80,5,19,1.3,0.41,0.07,2.68,0.53,0,0.03
2A,15.99,0,2020-10-11,11 oct 2020,205,9,44,2,0.81,0.19,11.13,3.25,0.13,0.13
2B,17.79,0,2020-10-11,11 oct 2020,202,8,44,2,1.46,0.28,7.81,0.9,0,0.11
