dep,ratio,sexe,jour,jour_fr,tx_incid,tx_pos,tx_occupation_sae,R,hosp,rea,rad,dc,indic_dc,indic_rad
18,30.48,0,2020-06-21,21 juin 2020,4,1,13,1.1,1.38,0,5.58,2.69,0,0.16
19,24.19,0,2020-06-21,21 juin 2020,1,0,4,1.1,0,0,6.57,1.53,0,0
21,53.68,0,2020-06-21,21 juin 2020,3,1,7,0.8,0.47,0.04,17.12,4.62,0,0.02
22,59.87,0,2020-06-21,21 juin 2020,2,0,4,1,0.32,0.02,3.47,0.63,0.02,0.05
23,11.87,0,2020-06-21,21 juin 2020,0,0,4,1.1,0.59,0.25,6.23,1.1,0,0.25
24,41.26,0,2020-06-21,21 juin 2020,1,0,4,1.1,0.29,0,2.35,0.34,0.02,0.24
25,54.09,0,2020-06-21,21 juin 2020,3,1,7,0.8,0.41,0.06,11.48,2.79,0.02,0.04
26,51.62,0,2020-06-21,21 juin 2020,3,1,6,1.1,0.52,0.04,9.78,2.5,0,0.06
27,61.02,0,2020-06-21,21 juin 2020,2,1,5,1.7,0.85,0,3.57,1.34,0.02,0.07
28,43.40,0,2020-06-21,21 juin 2020,2,1,13,1.1,2.26,0.23,11.84,3.09,0,0.05
29,91.05,0,2020-06-21,21 juin 2020,0,0,4,1,0.2,0,1.91,0.47,0,0.02
2A,15.99,0,2020-06-21,21 juin 2020,2,0,11,0,0.94,0.06,8.51,3,0,0.13
2B,17.79,0,2020-06-21,21 juin 2020,1,0,11,0,0.06,0.06,6.07,0.62,0,0
30,74.82,0,2020-06-21,21 juin 2020,7,2,3,0.8,0.32,0.03,4.65,1.3,0.01,0.08
31,138.84,0,2020-06-21,21 juin 2020,5,2,3,0.8,0.3,0.02,4.65,0.53,0.01,0.03
32,19.13,0,2020-06-21,21 juin 2020,1,1,3,0.8,0.1,0.05,4.55,1.2,0,0
33,161.08,0,2020-06-21,21 juin 2020,2,1,4,1.1,0.44,0.06,5.77,0.96,0.02,0.04
34,116.00,0,2020-06-21,21 juin 2020,2,0,3,0.8,0.09,0.01,6.02,1.04,0,0.01
35,107.39,0,2020-06-21,21 juin 2020,1,0,4,1,0.47,0.03,4.28,0.8,0,0.04
36,21.85,0,2020-06-21,21 juin 2020,2,1,13,1.1,3.71,0.14,5.03,3.62,0,0
37,61.11,0,2020-06-21,21 juin 2020,1,0,13,1.1,1.1,0.05,5.19,1.39,0.02,0.03
38,127.28,0,2020-06-21,21 juin 2020,1,1,6,1.1,0.45,0.03,5.34,1.2,0.01,0.05
39,25.94,0,2020-06-21,21 juin 2020,3,1,7,0.8,0.58,0.04,11.72,2.31,0,0.04
40,41.18,0,2020-06-21,21 juin 2020,2,1,4,1.1,0.12,0.02,1.75,0.32,0,0.02
41,33.26,0,2020-06-21,21 juin 2020,2,1,13,1.1,2.65,0,7.1,1.89,0,0.06
42,76.25,0,2020-06-21,21 juin 2020,3,1,6,1.1,1.36,0.1,12.42,3.23,0.01,0.05
43,22.74,0,2020-06-21,21 juin 2020,0,0,6,1.1,0.09,0,4.62,0.79,0,0
44,141.33,0,2020-06-21,21 juin 2020,3,1,4,0.8,0.47,0.04,4.85,1.12,0.01,0.08
45,68.15,0,2020-06-21,21 juin 2020,7,2,13,1.1,1.22,0.12,8.7,1.5,0.01,0.13
46,17.15,0,2020-06-21,21 juin 2020,0,0,3,0.8,0.06,0,4.02,1.28,0,0
47,33.32,0,2020-06-21,21 juin 2020,1,0,4,1.1,0.24,0,2.31,0.3,0,0.06
48,7.55,0,2020-06-21,21 juin 2020,0,0,3,0.8,0,0,3.18,0.13,0,0
49,82.07,0,2020-06-21,21 juin 2020,4,1,4,0.8,0.83,0.02,7.16,1.72,0.01,0.05
50,49.70,0,2020-06-21,21 juin 2020,1,0,5,1.7,0.74,0.08,2.82,0.95,0,0.02
51,57.33,0,2020-06-21,21 juin 2020,2,0,15,1,1.64,0.09,17.16,4.62,0.02,0.03
52,17.51,0,2020-06-21,21 juin 2020,5,2,15,1,1.83,0.06,13.88,4.97,0.06,0.06
53,30.63,0,2020-06-21,21 juin 2020,6,3,4,0.8,0.26,0,5.84,1.44,0,0.07
54,73.31,0,2020-06-21,21 juin 2020,15,1,15,1,1.43,0.1,16.01,4.84,0.01,0.2
55,18.74,0,2020-06-21,21 juin 2020,9,1,15,1,0.96,0.11,26.15,5.44,0.05,0.27
56,75.35,0,2020-06-21,21 juin 2020,2,1,4,1,0.38,0.03,5.57,1.22,0.01,0
57,103.86,0,2020-06-21,21 juin 2020,4,1,15,1,2.87,0.25,22.45,7.97,0.02,0.05
58,20.59,0,2020-06-21,21 juin 2020,1,0,7,0.8,0.58,0.05,4.37,1.31,0,0.15
59,261.39,0,2020-06-21,21 juin 2020,7,2,18,0.9,1.8,0.13,8.37,2.36,0.01,0.13
60,82.98,0,2020-06-21,21 juin 2020,4,1,18,0.9,3.01,0.11,12.91,4.9,0.01,0.07
61,28.25,0,2020-06-21,21 juin 2020,7,1,5,1.7,1.42,0.11,8.11,1.38,0.04,0.14
62,147.51,0,2020-06-21,21 juin 2020,4,1,18,0.9,1.37,0.17,8.68,2.08,0.01,0.07
63,65.52,0,2020-06-21,21 juin 2020,1,0,6,1.1,0.26,0.03,2.66,0.64,0,0
64,67.72,0,2020-06-21,21 juin 2020,1,0,4,1.1,0.01,0,3.29,0.4,0,0.01
65,22.75,0,2020-06-21,21 juin 2020,1,0,3,0.8,0.22,0.09,6.73,1.19,0,0
66,48.21,0,2020-06-21,21 juin 2020,0,0,3,0.8,0.02,0.02,5.77,0.71,0,0.02
67,112.53,0,2020-06-21,21 juin 2020,3,1,15,1,3.17,0.07,22.01,5.85,0.02,0.16
68,76.76,0,2020-06-21,21 juin 2020,6,1,15,1,4.3,0.21,36.59,10.49,0.04,0.23
69,187.81,0,2020-06-21,21 juin 2020,6,2,6,1.1,1.05,0.09,15.55,3.46,0.01,0.07
70,23.43,0,2020-06-21,21 juin 2020,1,0,7,0.8,0.81,0,12.33,3.29,0,0
71,55.31,0,2020-06-21,21 juin 2020,1,0,7,0.8,0.69,0.09,13.36,3.6,0,0.11
72,56.69,0,2020-06-21,21 juin 2020,4,2,4,0.8,0.69,0,6.28,1.48,0,0.09
73,43.38,0,2020-06-21,21 juin 2020,2,0,6,1.1,0.58,0,9.11,1.61,0.02,0.07
74,82.97,0,2020-06-21,21 juin 2020,2,1,6,1.1,1.16,0.04,10.05,1.96,0,0.07
75,216.85,0,2020-06-21,21 juin 2020,7,1,30,1,2.82,0.36,27.66,8.05,0.01,0.06
76,125.70,0,2020-06-21,21 juin 2020,10,3,5,1.7,0.76,0.04,5.78,1.43,0.01,0.03
77,142.27,0,2020-06-21,21 juin 2020,4,1,30,1,2.1,0.3,18.15,4.79,0.01,0.08
78,143.84,0,2020-06-21,21 juin 2020,7,2,30,1,3.09,0.17,15.03,3.59,0.01,0.24
79,37.57,0,2020-06-21,21 juin 2020,4,2,4,1.1,0.08,0,1.76,0.56,0,0.03
80,57.02,0,2020-06-21,21 juin 2020,3,1,18,0.9,1.46,0.11,12.57,3.89,0,0.02
81,39.24,0,2020-06-21,21 juin 2020,1,0,3,0.8,0.13,0.05,3.06,0.59,0,0.03
82,26.26,0,2020-06-21,21 juin 2020,2,1,3,0.8,0.11,0.04,1.6,0.23,0,0
83,107.18,0,2020-06-21,21 juin 2020,2,0,9,0.7,0.95,0.04,8.61,1.24,0,0.06
84,56.61,0,2020-06-21,21 juin 2020,3,1,9,0.7,0.49,0,4.35,0.65,0,0.11
85,68.02,0,2020-06-21,21 juin 2020,3,1,4,0.8,0.38,0.01,3.65,0.59,0,0.04
86,43.81,0,2020-06-21,21 juin 2020,1,1,4,1.1,0.18,0,3.38,0.89,0,0.11
87,37.42,0,2020-06-21,21 juin 2020,0,0,4,1.1,0.13,0,3.39,0.67,0,0.03
88,36.49,0,2020-06-21,21 juin 2020,4,1,15,1,1.01,0,19.48,7.15,0,0.05
89,33.83,0,2020-06-21,21 juin 2020,3,1,7,0.8,0.71,0.03,10.11,2.63,0,0.03
90,14.45,0,2020-06-21,21 juin 2020,4,1,7,0.8,2.01,0.14,35.92,12.87,0.07,0.14
91,131.37,0,2020-06-21,21 juin 2020,5,1,30,1,3.61,0.3,17.55,4.01,0.04,0.37
92,161.28,0,2020-06-21,21 juin 2020,6,1,30,1,5,0.4,26.51,6.67,0.02,0.26
93,164.61,0,2020-06-21,21 juin 2020,8,2,30,1,4.61,0.4,21.94,5.97,0.01,0.27
94,140.12,0,2020-06-21,21 juin 2020,9,2,30,1,4.8,0.16,28.7,8.53,0.01,0.26
95,124.27,0,2020-06-21,21 juin 2020,11,3,30,1,3.11,0.06,20.21,5.67,0.03,0.19
971,39.07,0,2020-06-21,21 juin 2020,3,1,7,0,0.2,0.05,2.05,0.38,0,0.03
972,37.12,0,2020-06-21,21 juin 2020,3,1,19,0,0.38,0.13,2.4,0.38,0,0
973,28.16,0,2020-06-21,21 juin 2020,460,27,162,2.5,4.55,0.75,11.65,0.43,0.04,0.82
974,86.58,0,2020-06-21,21 juin 2020,2,0,8,0,0.28,0.05,1.59,0.02,0.01,0.02
976,25.92,0,2020-06-21,21 juin 2020,47,18,183,1,1.54,0.42,13.5,1.08,0.04,0.39
1,64.97,0,2020-06-28,28 juin 2020,6,2,5,1.1,0.78,0.02,6.6,1.6,0.02,0.05
2,53.43,0,2020-06-28,28 juin 2020,4,1,16,0.9,1.87,0.11,19.24,5.13,0,0.06
3,33.90,0,2020-06-28,28 juin 2020,2,1,5,1.1,0.21,0.03,5.84,1.21,0.03,0.06
4,16.17,0,2020-06-28,28 juin 2020,1,0,6,0.9,0.25,0,7.98,0.8,0,0
5,14.16,0,2020-06-28,28 juin 2020,1,0,6,0.9,0.56,0,9.11,1.27,0,0.07
6,108.06,0,2020-06-28,28 juin 2020,2,0,6,0.9,0.43,0.01,6.89,1.74,0,0.07
7,32.86,0,2020-06-28,28 juin 2020,3,1,5,1.1,0.03,0.03,13.36,3.29,0,0
8,27.13,0,2020-06-28,28 juin 2020,3,1,12,0.6,0.33,0.07,7.67,2.21,0,0.04
9,15.23,0,2020-06-28,28 juin 2020,1,1,3,1,0.07,0.07,2.17,0.13,0,0
10,31.16,0,2020-06-28,28 juin 2020,1,0,12,0.6,0.8,0.06,19.9,4.36,0,0.03
11,37.02,0,2020-06-28,28 juin 2020,1,0,3,1,0.16,0,6.32,1.59,0,0.03
12,28.11,0,2020-06-28,28 juin 2020,3,1,3,1,0.04,0,5.09,0.85,0,0
13,204.39,0,2020-06-28,28 juin 2020,5,1,6,0.9,1.89,0.12,15.94,2.74,0.01,0.12
14,69.58,0,2020-06-28,28 juin 2020,2,0,3,1.1,0.3,0.01,4.6,1.19,0,0.01
15,14.42,0,2020-06-28,28 juin 2020,0,0,5,1.1,0.62,0.07,3.4,0.62,0,0.07
16,35.20,0,2020-06-28,28 juin 2020,1,0,3,1,0.06,0.03,1.62,0.37,0,0
17,64.82,0,2020-06-28,28 juin 2020,0,0,3,1,0.14,0,2.24,0.79,0,0.02
18,30.48,0,2020-06-28,28 juin 2020,4,1,9,1.1,1.08,0,5.64,2.72,0.03,0.03
19,24.19,0,2020-06-28,28 juin 2020,2,1,3,1,0,0,6.57,1.53,0,0
21,53.68,0,2020-06-28,28 juin 2020,2,1,7,1.3,0.47,0.04,17.47,4.64,0.02,0.13
22,59.87,0,2020-06-28,28 juin 2020,1,0,2,1.2,0.23,0,3.56,0.63,0.02,0.05
23,11.87,0,2020-06-28,28 juin 2020,1,0,3,1,0.34,0.08,6.32,1.1,0,0.08
24,41.26,0,2020-06-28,28 juin 2020,1,0,3,1,0.02,0,2.35,0.34,0,0
25,54.09,0,2020-06-28,28 juin 2020,4,1,7,1.3,0.35,0.04,11.63,2.79,0,0.11
26,51.62,0,2020-06-28,28 juin 2020,3,1,5,1.1,0.5,0.02,9.8,2.5,0,0.02
27,61.02,0,2020-06-28,28 juin 2020,2,1,3,1.1,0.77,0,3.92,1.38,0.02,0.15
28,43.40,0,2020-06-28,28 juin 2020,6,2,9,1.1,2.24,0.21,12.14,3.11,0.02,0.14
29,91.05,0,2020-06-28,28 juin 2020,2,1,2,1.2,0.15,0,1.92,0.47,0,0.01
2A,15.99,0,2020-06-28,28 juin 2020,3,0,6,0,0.88,0,8.63,3,0,0.13
2B,17.79,0,2020-06-28,28 juin 2020,1,0,6,0,0.06,0.06,6.07,0.62,0,0
30,74.82,0,2020-06-28,28 juin 2020,6,1,3,1,0.23,0.01,4.73,1.3,0,0.05
31,138.84,0,2020-06-28,28 juin 2020,4,1,3,1,0.22,0.04,4.69,0.53,0,0.01
32,19.13,0,2020-06-28,28 juin 2020,1,1,3,1,0.1,0.05,4.6,1.2,0,0.05
33,161.08,0,2020-06-28,28 juin 2020,2,1,3,1,0.33,0.06,5.85,0.97,0.01,0.04
34,116.00,0,2020-06-28,28 juin 2020,2,0,3,1,0.09,0.01,6.06,1.04,0,0.03
35,107.39,0,2020-06-28,28 juin 2020,1,0,2,1.2,0.39,0.02,4.34,0.8,0,0.03
36,21.85,0,2020-06-28,28 juin 2020,2,1,9,1.1,3.71,0.09,5.03,3.62,0,0
37,61.11,0,2020-06-28,28 juin 2020,2,1,9,1.1,1.05,0.03,5.24,1.39,0,0.02
38,127.28,0,2020-06-28,28 juin 2020,1,0,5,1.1,0.31,0.02,5.41,1.2,0,0.02
39,25.94,0,2020-06-28,28 juin 2020,3,1,7,1.3,0.58,0.04,12.07,2.31,0,0.35
40,41.18,0,2020-06-28,28 juin 2020,5,2,3,1,0.15,0.02,1.75,0.32,0,0
41,33.26,0,2020-06-28,28 juin 2020,1,1,9,1.1,2.59,0,7.1,1.89,0,0
42,76.25,0,2020-06-28,28 juin 2020,3,1,5,1.1,1.19,0.1,12.58,3.24,0.01,0.08
43,22.74,0,2020-06-28,28 juin 2020,1,0,5,1.1,0.09,0,4.66,0.79,0,0.04
44,141.33,0,2020-06-28,28 juin 2020,2,1,3,1.4,0.33,0.03,4.93,1.13,0.01,0.03
45,68.15,0,2020-06-28,28 juin 2020,6,1,9,1.1,0.95,0.06,8.77,1.51,0.01,0.04
46,17.15,0,2020-06-28,28 juin 2020,0,0,3,1,0.06,0,4.08,1.28,0,0.06
47,33.32,0,2020-06-28,28 juin 2020,1,1,3,1,0.12,0,2.34,0.33,0.03,0.03
48,7.55,0,2020-06-28,28 juin 2020,0,0,3,1,0,0,3.18,0.13,0,0
49,82.07,0,2020-06-28,28 juin 2020,3,1,3,1.4,0.72,0.01,7.35,1.72,0,0.07
50,49.70,0,2020-06-28,28 juin 2020,1,0,3,1.1,0.7,0.04,2.84,0.95,0,0.02
51,57.33,0,2020-06-28,28 juin 2020,1,0,12,0.6,1.55,0.1,17.3,4.62,0,0.05
52,17.51,0,2020-06-28,28 juin 2020,2,1,12,0.6,1.71,0,14.28,5.03,0.06,0.17
53,30.63,0,2020-06-28,28 juin 2020,45,8,3,1.4,0.26,0,5.94,1.44,0,0.03
54,73.31,0,2020-06-28,28 juin 2020,5,0,12,0.6,1.24,0.08,16.23,4.88,0.03,0.11
55,18.74,0,2020-06-28,28 juin 2020,2,0,12,0.6,0.53,0,26.41,5.5,0.05,0.11
56,75.35,0,2020-06-28,28 juin 2020,2,1,2,1.2,0.37,0.01,5.64,1.23,0.01,0.03
57,103.86,0,2020-06-28,28 juin 2020,3,1,12,0.6,2.75,0.2,23.14,8.01,0.02,0.41
58,20.59,0,2020-06-28,28 juin 2020,10,2,7,1.3,0.39,0.05,4.42,1.31,0,0.05
59,261.39,0,2020-06-28,28 juin 2020,8,2,16,0.9,1.61,0.11,8.5,2.37,0,0.05
60,82.98,0,2020-06-28,28 juin 2020,4,1,16,0.9,2.88,0.11,13.09,4.93,0.01,0.12
61,28.25,0,2020-06-28,28 juin 2020,3,0,3,1.1,1.17,0.07,8.14,1.38,0,0.04
62,147.51,0,2020-06-28,28 juin 2020,4,1,16,0.9,1.27,0.14,8.85,2.09,0.01,0.1
63,65.52,0,2020-06-28,28 juin 2020,3,1,5,1.1,0.26,0.03,2.67,0.64,0,0.02
64,67.72,0,2020-06-28,28 juin 2020,1,0,3,1,0,0,3.31,0.4,0,0.01
65,22.75,0,2020-06-28,28 juin 2020,2,1,3,1,0.22,0.09,6.81,1.19,0,0.04
66,48.21,0,2020-06-28,28 juin 2020,0,0,3,1,0,0,5.77,0.71,0,0
67,112.53,0,2020-06-28,28 juin 2020,2,0,12,0.6,2.8,0.06,22.27,5.87,0.01,0.11
68,76.76,0,2020-06-28,28 juin 2020,6,1,12,0.6,3.71,0.17,37.6,10.64,0.09,0.64
69,187.81,0,2020-06-28,28 juin 2020,6,2,5,1.1,0.94,0.07,15.74,3.47,0.01,0.09
70,23.43,0,2020-06-28,28 juin 2020,0,0,7,1.3,0.81,0,12.42,3.29,0,0.09
71,55.31,0,2020-06-28,28 juin 2020,3,1,7,1.3,0.52,0.09,13.49,3.63,0.04,0.04
72,56.69,0,2020-06-28,28 juin 2020,5,2,3,1.4,0.62,0,6.33,1.48,0,0.04
73,43.38,0,2020-06-28,28 juin 2020,3,1,5,1.1,0.46,0,9.17,1.66,0.02,0.05
74,82.97,0,2020-06-28,28 juin 2020,2,1,5,1.1,1.05,0.04,10.18,2,0.02,0.08
75,216.85,0,2020-06-28,28 juin 2020,7,1,27,1,2.68,0.32,28.21,8.09,0.02,0.23
76,125.70,0,2020-06-28,28 juin 2020,9,1,3,1.1,0.76,0.03,5.88,1.44,0.01,0.06
77,142.27,0,2020-06-28,28 juin 2020,5,1,27,1,1.91,0.29,18.44,4.81,0.01,0.12
78,143.84,0,2020-06-28,28 juin 2020,7,2,27,1,2.59,0.15,15.22,3.6,0.01,0.12
79,37.57,0,2020-06-28,28 juin 2020,2,1,3,1,0.08,0,1.76,0.56,0,0
80,57.02,0,2020-06-28,28 juin 2020,1,0,16,0.9,1.4,0.09,12.73,3.91,0.02,0.07
81,39.24,0,2020-06-28,28 juin 2020,1,0,3,1,0.1,0.03,3.11,0.59,0,0.03
82,26.26,0,2020-06-28,28 juin 2020,2,1,3,1,0.11,0.04,1.6,0.23,0,0
83,107.18,0,2020-06-28,28 juin 2020,1,0,6,0.9,0.88,0.04,9.05,1.26,0.01,0.35
84,56.61,0,2020-06-28,28 juin 2020,4,1,6,0.9,0.25,0,4.54,0.67,0.02,0.14
85,68.02,0,2020-06-28,28 juin 2020,1,0,3,1.4,0.31,0,3.75,0.59,0,0.03
86,43.81,0,2020-06-28,28 juin 2020,1,0,3,1,0.02,0,3.38,0.89,0,0
87,37.42,0,2020-06-28,28 juin 2020,1,1,3,1,0.11,0,3.39,0.67,0,0
88,36.49,0,2020-06-28,28 juin 2020,4,1,12,0.6,0.93,0,19.7,7.15,0,0.14
89,33.83,0,2020-06-28,28 juin 2020,4,1,7,1.3,0.8,0.03,10.43,2.66,0.03,0.12
90,14.45,0,2020-06-28,28 juin 2020,1,0,7,1.3,1.59,0.07,36.75,12.94,0.07,0.69
91,131.37,0,2020-06-28,28 juin 2020,9,2,27,1,2.73,0.23,17.77,4.04,0.01,0.06
92,161.28,0,2020-06-28,28 juin 2020,7,1,27,1,4.62,0.39,26.9,6.7,0.01,0.24
93,164.61,0,2020-06-28,28 juin 2020,9,2,27,1,4.3,0.37,22.33,6,0.02,0.17
94,140.12,0,2020-06-28,28 juin 2020,7,1,27,1,4.43,0.16,28.94,8.54,0.01,0.14
95,124.27,0,2020-06-28,28 juin 2020,8,2,27,1,2.81,0.04,20.67,5.7,0.02,0.18
971,39.07,0,2020-06-28,28 juin 2020,2,0,15,0,0.26,0.1,2.05,0.41,0.03,0
972,37.12,0,2020-06-28,28 juin 2020,3,1,23,0,0.4,0.16,2.42,0.38,0,0.03
973,28.16,0,2020-06-28,28 juin 2020,473,26,200,1.4,5.54,0.92,16.8,0.57,0.07,1.17
974,86.58,0,2020-06-28,28 juin 2020,3,0,8,1.3,0.23,0.05,1.65,0.02,0,0.02
976,25.92,0,2020-06-28,28 juin 2020,47,17,83,1,1.35,0.19,14.31,1.08,0,0.23
1,64.97,0,2020-07-05,5 juil 2020,3,1,6,1,0.69,0.03,6.66,1.62,0.02,0.03
2,53.43,0,2020-07-05,5 juil 2020,5,1,15,1.1,1.83,0.07,19.95,5.17,0.04,0.34
3,33.90,0,2020-07-05,5 juil 2020,2,1,6,1,0.21,0,5.84,1.21,0,0
4,16.17,0,2020-07-05,5 juil 2020,0,0,6,1.3,0.25,0,8.04,0.8,0,0.06
5,14.16,0,2020-07-05,5 juil 2020,1,0,6,1.3,0.49,0,9.11,1.27,0,0
6,108.06,0,2020-07-05,5 juil 2020,2,0,6,1.3,0.31,0.01,6.92,1.74,0,0.01
7,32.86,0,2020-07-05,5 juil 2020,6,1,6,1,0.06,0.03,13.45,3.32,0.03,0.06
8,27.13,0,2020-07-05,5 juil 2020,2,0,11,0.8,0.33,0.07,7.67,2.21,0,0
9,15.23,0,2020-07-05,5 juil 2020,1,1,2,1,0.07,0.07,2.17,0.13,0,0
10,31.16,0,2020-07-05,5 juil 2020,2,1,11,0.8,0.8,0.06,20.03,4.36,0,0.06
11,37.02,0,2020-07-05,5 juil 2020,1,0,2,1,0.05,0,6.32,1.59,0,0
12,28.11,0,2020-07-05,5 juil 2020,1,0,2,1,0.04,0,5.09,0.85,0,0
13,204.39,0,2020-07-05,5 juil 2020,9,1,6,1.3,1.65,0.1,16.05,2.74,0,0.05
14,69.58,0,2020-07-05,5 juil 2020,3,0,3,1,0.3,0.01,4.63,1.21,0.01,0.01
15,14.42,0,2020-07-05,5 juil 2020,1,0,6,1,0.62,0.07,3.4,0.62,0,0
16,35.20,0,2020-07-05,5 juil 2020,1,0,2,1.3,0.06,0.03,1.62,0.37,0,0
17,64.82,0,2020-07-05,5 juil 2020,1,0,2,1.3,0.11,0,2.25,0.79,0,0.02
18,30.48,0,2020-07-05,5 juil 2020,2,1,9,1.1,1.02,0.03,5.94,2.76,0.03,0.23
19,24.19,0,2020-07-05,5 juil 2020,2,1,2,1.3,0,0,6.57,1.53,0,0
21,53.68,0,2020-07-05,5 juil 2020,3,1,4,1,0.2,0.02,17.55,4.66,0.02,0.04
22,59.87,0,2020-07-05,5 juil 2020,2,1,1,1.1,0.15,0,3.62,0.63,0,0.03
23,11.87,0,2020-07-05,5 juil 2020,1,0,2,1.3,0.25,0.08,6.32,1.1,0,0
24,41.26,0,2020-07-05,5 juil 2020,2,1,2,1.3,0.02,0,2.38,0.34,0,0.02
25,54.09,0,2020-07-05,5 juil 2020,4,1,4,1,0.22,0,11.65,2.79,0,0.02
26,51.62,0,2020-07-05,5 juil 2020,8,2,6,1,0.5,0.02,9.88,2.5,0,0.08
27,61.02,0,2020-07-05,5 juil 2020,2,1,3,1,0.59,0,3.93,1.38,0,0.02
28,43.40,0,2020-07-05,5 juil 2020,10,3,9,1.1,1.91,0.18,12.37,3.2,0.07,0.16
29,91.05,0,2020-07-05,5 juil 2020,6,2,1,1.1,0.18,0,1.99,0.47,0,0.05
2A,15.99,0,2020-07-05,5 juil 2020,2,0,6,0,0.75,0,8.69,3,0,0.06
2B,17.79,0,2020-07-05,5 juil 2020,2,1,6,0,0.06,0.06,6.07,0.62,0,0
30,74.82,0,2020-07-05,5 juil 2020,5,1,2,1,0.16,0.01,4.78,1.3,0,0.04
31,138.84,0,2020-07-05,5 juil 2020,4,1,2,1,0.21,0.03,4.75,0.53,0,0.03
32,19.13,0,2020-07-05,5 juil 2020,1,0,2,1,0.05,0,4.6,1.2,0,0
33,161.08,0,2020-07-05,5 juil 2020,3,1,2,1.3,0.26,0.04,5.88,0.97,0,0.02
34,116.00,0,2020-07-05,5 juil 2020,3,0,2,1,0.06,0,6.1,1.05,0.01,0.03
35,107.39,0,2020-07-05,5 juil 2020,3,1,1,1.1,0.33,0.02,4.37,0.8,0,0.01
36,21.85,0,2020-07-05,5 juil 2020,0,0,9,1.1,3.71,0.09,5.03,3.62,0,0
37,61.11,0,2020-07-05,5 juil 2020,2,1,9,1.1,1,0.03,5.3,1.39,0,0.05
38,127.28,0,2020-07-05,5 juil 2020,3,1,6,1,0.27,0.02,5.46,1.2,0,0.02
39,25.94,0,2020-07-05,5 juil 2020,5,1,4,1,0.23,0,12.26,2.31,0,0.08
40,41.18,0,2020-07-05,5 juil 2020,5,1,2,1.3,0.15,0.02,1.8,0.32,0,0.02
41,33.26,0,2020-07-05,5 juil 2020,1,0,9,1.1,2.68,0.06,7.16,1.89,0,0.06
42,76.25,0,2020-07-05,5 juil 2020,3,1,6,1,1.1,0.05,12.73,3.24,0,0.09
43,22.74,0,2020-07-05,5 juil 2020,1,0,6,1,0.04,0,4.66,0.79,0,0
44,141.33,0,2020-07-05,5 juil 2020,3,1,2,1.5,0.25,0.01,5.02,1.13,0,0.04
45,68.15,0,2020-07-05,5 juil 2020,5,1,9,1.1,0.91,0.07,8.86,1.51,0,0.06
46,17.15,0,2020-07-05,5 juil 2020,0,0,2,1,0,0,4.08,1.28,0,0
47,33.32,0,2020-07-05,5 juil 2020,3,1,2,1.3,0.03,0,2.34,0.33,0,0
48,7.55,0,2020-07-05,5 juil 2020,0,0,2,1,0,0,3.18,0.13,0,0
49,82.07,0,2020-07-05,5 juil 2020,3,1,2,1.5,0.6,0.01,7.4,1.72,0,0.04
50,49.70,0,2020-07-05,5 juil 2020,1,0,3,1,0.7,0,2.84,0.95,0,0
51,57.33,0,2020-07-05,5 juil 2020,2,0,11,0.8,1.41,0.1,17.39,4.62,0,0.05
52,17.51,0,2020-07-05,5 juil 2020,2,1,11,0.8,1.31,0,14.39,5.03,0,0.06
53,30.63,0,2020-07-05,5 juil 2020,53,8,2,1.5,0.36,0.07,6.01,1.44,0,0.03
54,73.31,0,2020-07-05,5 juil 2020,4,1,11,0.8,1.06,0.07,16.42,4.9,0.01,0.05
55,18.74,0,2020-07-05,5 juil 2020,3,1,11,0.8,0.27,0,26.63,5.5,0,0.11
56,75.35,0,2020-07-05,5 juil 2020,1,0,1,1.1,0.32,0,5.68,1.23,0,0.04
57,103.86,0,2020-07-05,5 juil 2020,3,1,11,0.8,2.42,0.15,23.28,8.02,0.01,0.12
58,20.59,0,2020-07-05,5 juil 2020,10,2,4,1,0.39,0.05,4.42,1.31,0,0.05
59,261.39,0,2020-07-05,5 juil 2020,9,1,15,1.1,1.53,0.11,9.01,2.49,0.06,0.21
60,82.98,0,2020-07-05,5 juil 2020,4,1,15,1.1,2.72,0.1,13.39,4.95,0.01,0.14
61,28.25,0,2020-07-05,5 juil 2020,5,1,3,1,1.17,0.07,8.21,1.38,0,0.07
62,147.51,0,2020-07-05,5 juil 2020,4,1,15,1.1,1.1,0.13,9.09,2.12,0.02,0.21
63,65.52,0,2020-07-05,5 juil 2020,2,0,6,1,0.27,0.02,2.7,0.66,0.02,0.02
64,67.72,0,2020-07-05,5 juil 2020,1,0,2,1.3,0,0,3.31,0.4,0,0
65,22.75,0,2020-07-05,5 juil 2020,2,1,2,1,0.13,0.09,6.86,1.19,0,0.04
66,48.21,0,2020-07-05,5 juil 2020,2,1,2,1,0.04,0,5.77,0.71,0,0
67,112.53,0,2020-07-05,5 juil 2020,3,0,11,0.8,2.59,0.06,22.73,5.88,0.01,0.29
68,76.76,0,2020-07-05,5 juil 2020,5,1,11,0.8,2.92,0.2,38.05,10.66,0.01,0.12
69,187.81,0,2020-07-05,5 juil 2020,7,1,6,1,0.81,0.08,15.86,3.48,0.01,0.03
70,23.43,0,2020-07-05,5 juil 2020,1,0,4,1,0.77,0,12.55,3.29,0,0.13
71,55.31,0,2020-07-05,5 juil 2020,3,1,4,1,0.43,0.07,13.7,3.63,0,0.16
72,56.69,0,2020-07-05,5 juil 2020,6,2,2,1.5,0.6,0,6.33,1.48,0,0
